"cell","method","n","bias","mcse","emp_se","mod_se","rmse","coverage","cov_mcse","ess_A","ess_C","u_diff","kappa","gu","corr","beta","predicted"
6,"pooled",1000,0.046003444741916,0.00467271100019229,0.147764096083311,0.145267731368663,0.154689077802375,0.935,0.0077958322198467,221.988365786812,221.861622879911,-0.000295107001164569,"0.1",0.25,"shared0",0,0.05
7,"unadjusted",1000,0.0910533307808945,0.00391176853334876,0.123700982447584,0.132069733354577,0.153549145786403,0.919,0.00862780389206894,300,300,0.00487133666236558,"0.2",0.25,"shared0",0,NA
7,"pooled",1000,0.0900494325053346,0.00437197316227318,0.138253930619122,0.148224406244688,0.164936155759852,0.93,0.00806845710157772,208.549136007456,209.571689673412,0.00506731892824496,"0.2",0.25,"shared0",0,0.1
7,"separate",1000,-0.00692532719908235,0.00404329462721254,0.127860202731131,0.149010072373744,0.127983762125583,0.973,0.00512552436341883,183.706633144156,232.235329901717,0.0054096531250279,"0.2",0.25,"shared0",0,0
7,"two_stage",1000,0.0901810440084208,0.00416068136830961,0.131572297420843,0.148424163854668,0.159457138057846,0.942,0.00739161687318817,208.20562664748,209.091365154694,0.00507803813096676,"0.2",0.25,"shared0",0,0.1
8,"unadjusted",1000,-0.00337074426159604,0.00434350327175566,0.137353633631412,0.132237559236399,0.137326314186166,0.939,0.00756828910652864,300,300,-0.000725411016327488,"random",0.25,"shared0",0,NA
8,"two_stage",1000,0.00133132236746698,0.00447324016630419,0.141456274464716,0.143381957324027,0.14139179653395,0.948,0.00702111102319284,232.362059875546,231.155703393763,0.000570915212140775,"random",0.25,"shared0",0,0
8,"pooled",1000,-0.000693309561848754,0.00472775894707129,0.149504865009847,0.143169223129127,0.149431702242528,0.939,0.00756828910652864,232.377421988426,232.152666589368,0.000749314093624708,"random",0.25,"shared0",0,0
8,"separate",1000,0.000495280933580826,0.00417175438876822,0.131922457073111,0.143368124061928,0.131857409532911,0.969,0.00548078461536303,231.899850031246,231.10602276112,0.000423490504412357,"random",0.25,"shared0",0,0
9,"unadjusted",1000,-0.00436089999242826,0.00420413454142348,0.132946407406857,0.141313625188107,0.132951457095782,0.966,0.00573096850453743,300,300,0.000796672528082884,"0",0.5,"shared0",0,NA
9,"separate",1000,-0.00436742054926818,0.00427364617691013,0.135144558327069,0.152717683858361,0.135147556234019,0.967,0.00564898220921256,232.681169276014,232.807805303649,0.00203107769354273,"0",0.5,"shared0",0,0
9,"two_stage",1000,-0.0041213229887705,0.00439381826107871,0.138944733298491,0.152790462253498,0.13893638319625,0.961,0.00612200947402077,232.892891229274,232.865442936247,0.00214816300200686,"0",0.5,"shared0",0,0
9,"pooled",1000,-0.00441809783037539,0.00456374795631644,0.144318382088986,0.152593537784278,0.144313849653498,0.958,0.00634318531969546,233.314640751754,233.361089868751,0.00229065365249924,"0",0.5,"shared0",0,0
10,"unadjusted",1000,0.0496355883832825,0.00442077731395811,0.139797253405089,0.141209465739945,0.148281557928496,0.933,0.00790638982089803,300,300,-0.00164289436385896,"0.1",0.5,"shared0",0,NA
10,"pooled",1000,0.0496528055125214,0.00480892838546514,0.15207166802706,0.154734000644937,0.159900179861,0.936,0.0077397674383666,223.181238071169,222.326561256753,0.000629417963187668,"0.1",0.5,"shared0",0,0.05
10,"separate",1000,-0.00475885085018327,0.00456112352864641,0.144235390399069,0.155084699640325,0.144241778473307,0.967,0.00564898220921256,209.397468666068,234.415766043315,0.000799104566823895,"0.1",0.5,"shared0",0,0
10,"two_stage",1000,0.0480822360947522,0.00466740527630205,0.14759631436202,0.154948367983757,0.155160525808307,0.947,0.00708456067798138,222.339488335231,222.311320057485,0.000519219169296613,"0.1",0.5,"shared0",0,0.05
11,"two_stage",1000,0.0903978429442034,0.00452799509168687,0.143187777237934,0.158275326954239,0.169274944453557,0.934,0.00785136930732467,209.255869325797,209.517354774412,0.00398718676929582,"0.2",0.5,"shared0",0,0.1
11,"unadjusted",1000,0.0891961764157128,0.00407619982982951,0.12890075660252,0.141246568244786,0.156699545419993,0.93,0.00806845710157772,300,300,0.00338553851690916,"0.2",0.5,"shared0",0,NA
11,"separate",1000,-0.0105538465040082,0.00446386030783045,0.141159657295646,0.159002651042539,0.14148323743471,0.972,0.0052168956286282,184.0411809047,233.331675928598,0.00512938298517039,"0.2",0.5,"shared0",0,0
11,"pooled",1000,0.0908516922540065,0.00467867299213628,0.147952630822657,0.157987228985075,0.173557255601127,0.924,0.00837997613361756,209.766109932978,209.853735834699,0.00383141142739007,"0.2",0.5,"shared0",0,0.1
12,"two_stage",1000,-0.00525692614787926,0.00462579376248591,0.146280442756554,0.152811985699723,0.146301760883609,0.955,0.00655553201502365,233.826863966791,233.044793485054,0.00271934064519903,"random",0.5,"shared0",0,0
12,"separate",1000,-0.00475709735583673,0.00429809320363942,0.135917641191905,0.152856027799373,0.135932930363607,0.969,0.00548078461536303,233.541565068882,232.678354027742,0.00266592033958913,"random",0.5,"shared0",0,0
12,"pooled",1000,-0.00772646376040982,0.00478936960744439,0.151453165159108,0.152580154099047,0.151574474822499,0.954,0.00662449998113065,233.74513813238,234.012647115755,0.00267756319880321,"random",0.5,"shared0",0,0
12,"unadjusted",1000,-0.0070085053818581,0.00442979533652829,0.140082428318215,0.141375397503234,0.140187669873252,0.95,0.00689202437604511,300,300,0.00126596316663166,"random",0.5,"shared0",0,NA
13,"separate",1000,-0.00319389401345675,0.00399047134028946,0.126189783729395,0.139240486898306,0.126167105915619,0.977,0.00474035863622153,233.196123763722,232.702480529386,0.000990817938486207,"0",0,"shared05",0,0
13,"unadjusted",1000,-0.0042986472083741,0.00397706371207187,0.125765797297512,0.128833243032662,0.125776377360501,0.96,0.00619677335393187,300,300,0.00343394779674451,"0",0,"shared05",0,NA
13,"two_stage",1000,-0.0023201958190445,0.00406474597945929,0.128538554051033,0.139281476703046,0.128495217912153,0.973,0.00512552436341883,233.573163287277,232.705533685006,6.52059982115175e-05,"0",0,"shared05",0,0
13,"pooled",1000,-0.00401282981315534,0.00429051466029845,0.135677986608867,0.139087411248006,0.135669489338226,0.961,0.00612200947402077,233.620002029647,233.509553401973,0.00172207424041618,"0",0,"shared05",0,0
14,"separate",1000,-0.00794798884760924,0.00387118168760164,0.122417513691556,0.142310934227525,0.122614159612524,0.974,0.00503229569878401,209.201286033955,233.001236880991,0.0487611917781914,"0.1",0,"shared05",0,0
14,"pooled",1000,0.0417353100334506,0.00420420671011696,0.132948689581329,0.14207444754988,0.139282141033656,0.956,0.00648567652600714,222.1092825102,221.846431453733,-0.0015203927257874,"0.1",0,"shared05",0,0.05
14,"unadjusted",1000,0.0409992050085818,0.00381846729818769,0.120750538331424,0.129082025987838,0.127463903228158,0.95,0.00689202437604511,300,300,0.000273203564385885,"0.1",0,"shared05",0,NA
14,"two_stage",1000,0.0429603692456968,0.00403250733619873,0.127519078637263,0.142352506265561,0.134500734670137,0.962,0.00604615580348373,221.856192512954,221.180570306216,-0.00249346974343569,"0.1",0,"shared05",0,0.05
15,"pooled",1000,0.105667187123742,0.00449906187448838,0.142272828574099,0.144983742433938,0.177163400925158,0.893,0.00977501918156686,210.130165004944,209.403224587473,-0.0042216034784448,"0.2",0,"shared05",0,0.1
15,"separate",1000,0.0025637133732353,0.00413305861535462,0.130698789275024,0.145789765639786,0.130658577868807,0.969,0.00548078461536303,183.924137072376,233.335275842926,0.0984616711173159,"0.2",0,"shared05",0,0
15,"two_stage",1000,0.104983184962732,0.00433831339727355,0.137189515390073,0.145267849078229,0.172695139754277,0.892,0.00981509042240569,209.480517973543,209.106137171481,-0.00355482675332296,"0.2",0,"shared05",0,0.1
15,"unadjusted",1000,0.0999535323487387,0.00389303295556553,0.123108511456842,0.12900312967496,0.158528415486046,0.895,0.00969407035254026,300,300,-0.00114343340559497,"0.2",0,"shared05",0,NA
16,"pooled",1000,0.000826213178103504,0.00444975097556062,0.140713481033278,0.139449878022411,0.140645533483911,0.952,0.00675988165576884,233.119416537393,233.308812473092,-0.00635740226078969,"random",0,"shared05",0,0
16,"unadjusted",1000,0.000744752294943734,0.00409613766903739,0.129531246437711,0.128935121399889,0.129468606680864,0.95,0.00689202437604511,300,300,-0.00727076214267569,"random",0,"shared05",0,NA
16,"separate",1000,0.00217230231975589,0.00402293646134899,0.127216421000007,0.139640009125741,0.127171351536608,0.969,0.00548078461536303,232.695443515959,232.145821747685,-0.00770674111360174,"random",0,"shared05",0,0
16,"two_stage",1000,0.000914355958759666,0.00429654788125015,0.135868773807211,0.139669121208298,0.135803900603033,0.958,0.00634318531969546,232.652191520911,232.850334400179,-0.00640308080783121,"random",0,"shared05",0,0
17,"unadjusted",1000,-0.00516157307113771,0.00402492893351491,0.127279428502195,0.13830186099392,0.127320441027725,0.96,0.00619677335393187,300,300,-0.000534858945962672,"0",0.25,"shared05",0,NA
17,"separate",1000,-0.0037251365924276,0.00391433548683364,0.123782156644183,0.150366341333186,0.123776318105742,0.978,0.00463853425124791,233.579325146935,232.815358263232,-0.00260180592821778,"0",0.25,"shared05",0,0
17,"pooled",1000,-0.00586671979175309,0.00434371778387552,0.137360417100257,0.150234720481641,0.137417010238491,0.972,0.0052168956286282,233.87778979812,233.719739541805,-0.00102165012025855,"0",0.25,"shared05",0,0
17,"two_stage",1000,-0.00292099069985436,0.00401819440052336,0.127066463869887,0.150507592190279,0.127036500820928,0.981,0.00431729081716764,233.847357706411,232.748379027882,-0.00314378500806395,"0",0.25,"shared05",0,0
18,"unadjusted",1000,0.0641326304050506,0.00399042786357015,0.126188408874813,0.138468775136873,0.141494117554383,0.942,0.00739161687318817,300,300,-0.00134503311648097,"0.1",0.25,"shared05",0,NA
18,"pooled",1000,0.0676092450368465,0.00454309425332068,0.143665254653153,0.153062633734185,0.158713816990246,0.936,0.0077397674383666,221.833497161379,221.45891873107,-0.00152903619321854,"0.1",0.25,"shared05",0,0.0625
18,"two_stage",1000,0.0672061683698273,0.00437892529833531,0.138473776464719,0.153328026877231,0.153858639174361,0.947,0.00708456067798138,221.333527896046,221.152430137642,-0.000978020202685606,"0.1",0.25,"shared05",0,0.0625
18,"separate",1000,0.00306651873260764,0.00415967804012603,0.131540569397835,0.153291018656182,0.131510539551956,0.968,0.00556560868189635,208.622117471609,233.045782549031,0.0503275008160947,"0.1",0.25,"shared05",0,0
19,"pooled",1000,0.127893582475699,0.00476846241114125,0.150792021561046,0.155876055971539,0.197667053327481,0.872,0.0105648473723003,209.36419052204,209.354802980822,0.00418633006067065,"0.2",0.25,"shared05",0,0.125
19,"unadjusted",1000,0.127538134502066,0.00409509188825931,0.129498175945792,0.138337851455477,0.181711264229769,0.864,0.0108399261990108,300,300,0.00520856024409766,"0.2",0.25,"shared05",0,NA
19,"separate",1000,0.00259204244982912,0.00422886064860818,0.133728315570588,0.156757976885286,0.133686565544273,0.98,0.00442718872423573,183.734017361186,232.685582249634,0.104538514063673,"0.2",0.25,"shared05",0,0
19,"two_stage",1000,0.12827872638658,0.00448451943377686,0.141812956220235,0.156082561956159,0.191170696710384,0.891,0.00985489725973843,209.054743099676,208.926701431948,0.00395376049906583,"0.2",0.25,"shared05",0,0.125
20,"unadjusted",1000,-0.000336863453148073,0.0042983455310276,0.135925620484532,0.138428078971574,0.135858058306406,0.956,0.00648567652600714,300,300,0.00327341387909369,"random",0.25,"shared05",0,NA
20,"two_stage",1000,-0.000943911284076943,0.0045223892387303,0.143010504602227,0.15109298434807,0.142942098035076,0.96,0.00619677335393187,232.558091477234,232.737277350515,0.00397997300071699,"random",0.25,"shared05",0,0
20,"pooled",1000,0.000180335301631934,0.00477379508906062,0.150960655643579,0.150804662576274,0.150885264202996,0.944,0.00727076337120113,233.270278463161,232.998387544909,0.0030472055931494,"random",0.25,"shared05",0,0
20,"separate",1000,2.96808959737027e-05,0.00406501681102916,0.128547118497264,0.151032245251588,0.128482832289887,0.973,0.00512552436341883,232.452906538158,232.225412271227,0.00314473361229347,"random",0.25,"shared05",0,0
21,"unadjusted",1000,0.00818054606053771,0.00454353275072763,0.143679121158694,0.152596129250981,0.143840076129451,0.96,0.00619677335393187,300,300,-0.00145649597563495,"0",0.5,"shared05",0,NA
21,"separate",1000,0.00965325608582102,0.00438963641201264,0.138812491619693,0.16635531172534,0.139078482429512,0.978,0.00463853425124791,232.802940372149,233.047094617354,-0.00371968210449311,"0",0.5,"shared05",0,0
21,"two_stage",1000,0.0128730203182479,0.00472609212003142,0.149452155310732,0.166542118321645,0.149931068936395,0.969,0.00548078461536303,233.435900507056,232.716961803466,-0.00582726331800326,"0",0.5,"shared05",0,0
21,"pooled",1000,0.0125498515203217,0.00511546366483365,0.161765164687065,0.166232028854939,0.162170587070866,0.949,0.00695693898205238,233.830545456123,233.263979274094,-0.00561625700177425,"0",0.5,"shared05",0,0
22,"unadjusted",1000,0.0780263390968187,0.00462664661004337,0.146307412164339,0.152551739048687,0.165748491963648,0.933,0.00790638982089803,300,300,-0.00246758225316928,"0.1",0.5,"shared05",0,NA
22,"pooled",1000,0.0719425041572302,0.00519220529030506,0.164191947965398,0.169210311194156,0.179186385323518,0.94,0.00750999334220744,221.16822368621,221.879272186163,0.000306624975314293,"0.1",0.5,"shared05",0,0.075
22,"separate",1000,-0.00242647448550729,0.00446363692906913,0.141152593438979,0.169541871099787,0.141102864458323,0.979,0.00453420334788814,208.456707665624,232.960426892339,0.0499906619302931,"0.1",0.5,"shared05",0,0
22,"two_stage",1000,0.0707927553830703,0.00476209082381609,0.150590534278465,0.169510812878453,0.166332335160625,0.952,0.00675988165576884,220.555571466025,221.575624754875,0.00120806778466941,"0.1",0.5,"shared05",0,0.075
23,"unadjusted",1000,0.152746772821493,0.00441881849342789,0.139735310061059,0.152616408105003,0.206973446433023,0.846,0.0114142016803629,300,300,-0.000502172158420505,"0.2",0.5,"shared05",0,NA
23,"pooled",1000,0.148411110520955,0.0051291669228161,0.162198499752959,0.173343415733735,0.219790588276322,0.871,0.0105999528300837,209.192239632823,209.564336930057,-0.000204493723372943,"0.2",0.5,"shared05",0,0.15
23,"separate",1000,-0.00123469246314018,0.0043764602481133,0.138395824732236,0.174303252281512,0.13833211978601,0.987,0.00358203852575597,183.938301853853,232.758025006897,0.0992075012807828,"0.2",0.5,"shared05",0,0
23,"two_stage",1000,0.146175865182861,0.00481460411238836,0.152251150271605,0.173661534181938,0.211008568328933,0.886,0.0100500746265886,208.412318036833,209.504568989537,0.00143769108496165,"0.2",0.5,"shared05",0,0.15
24,"unadjusted",1000,0.00253826278076733,0.00481769323145455,0.152348836793731,0.152621534505428,0.152293797254763,0.953,0.00669260786241059,300,300,-0.00133352342068152,"random",0.5,"shared05",0,NA
24,"two_stage",1000,0.00332272782205282,0.00496306736985798,0.156945970696125,0.166900356284945,0.156902664732664,0.959,0.00627048642451286,233.18841573358,233.355178744662,-0.000396095124144628,"random",0.5,"shared05",0,0
24,"pooled",1000,0.00425067134530972,0.00528608654119716,0.167160733789445,0.166551210535755,0.167131195223963,0.945,0.00720936890441875,233.78706123848,233.76447221109,-0.000855790731353943,"random",0.5,"shared05",0,0
24,"separate",1000,0.00436163331613162,0.00419346538159677,0.132609018949129,0.166795117491512,0.13261444340617,0.982,0.00420428352992517,232.994129912271,232.897175515005,-0.001265955039368,"random",0.5,"shared05",0,0
25,"two_stage",1000,-0.00109478754221931,0.00393355404992882,0.124389900971548,0.139425804669607,0.124332510535299,0.975,0.00493710441453288,233.203026496115,232.732061485509,-0.000418019162818354,"0",0,"S05_T0",0,0
25,"separate",1000,-0.00186993377245624,0.00380333413316398,0.120271985634603,0.139369481393739,0.12022637743139,0.973,0.00512552436341883,232.845465715093,232.702194173358,0.000328600231772544,"0",0,"S05_T0",0,0
25,"unadjusted",1000,-0.00142502491533928,0.00396220380682914,0.125295885833699,0.128938907491441,0.125241329615482,0.958,0.00634318531969546,300,300,0.001100582188707,"0",0,"S05_T0",0,NA
25,"pooled",1000,-0.00164886982079134,0.00422668545635608,0.133659529951934,0.139243704165152,0.133602858684652,0.96,0.00619677335393187,233.563045613039,233.268336246314,6.48139319994445e-05,"0",0,"S05_T0",0,0
26,"separate",1000,-0.00273027298832077,0.00385956832282595,0.122050266851661,0.142197176003571,0.122019776108276,0.979,0.00453420334788814,209.827860545217,232.926721467383,0.0505845983940879,"0.1",0,"S05_T0",0,0
26,"pooled",1000,0.0445146786926449,0.00419086752187816,0.132526867411605,0.141915312589495,0.139740344333541,0.958,0.00634318531969546,221.942766384522,222.445399067739,0.00364059397624343,"0.1",0,"S05_T0",0,0.05
26,"two_stage",1000,0.0455828783181157,0.00398912332542866,0.126147155756596,0.142142294119713,0.134070841708172,0.972,0.0052168956286282,221.755034361456,221.764030552359,0.00270200066131325,"0.1",0,"S05_T0",0,0.05
26,"unadjusted",1000,0.0463876443330386,0.00377867591342474,0.119492224260394,0.128916314107282,0.128124653419262,0.946,0.00714730718522718,300,300,-0.000822743119451993,"0.1",0,"S05_T0",0,NA
27,"separate",1000,-0.00921272252369226,0.00393998759442931,0.124593347512044,0.14550010164806,0.124871345785617,0.974,0.00503229569878401,185.053358963316,233.237909429888,0.101633248182122,"0.2",0,"S05_T0",0,0
27,"unadjusted",1000,0.0901103666031632,0.00372006868080063,0.117638900835879,0.128902157318078,0.148138280833282,0.916,0.00877177291087725,300,300,0.004698242961981,"0.2",0,"S05_T0",0,NA
27,"pooled",1000,0.0911895846542838,0.00420577311190251,0.132998223555061,0.14463609139492,0.161202913406533,0.928,0.00817410545564467,210.625564605527,209.968734028511,0.00149382121367126,"0.2",0,"S05_T0",0,0.1
27,"two_stage",1000,0.0934452695642841,0.00402190684862796,0.127183861786944,0.144876039540121,0.157770647993482,0.932,0.00796090447122687,210.852797513542,208.992524514842,-0.00118144153474942,"0.2",0,"S05_T0",0,0.1
28,"pooled",1000,-0.00400624874112848,0.00444019646390358,0.140411340845609,0.139739786061573,0.140398288174748,0.949,0.00695693898205238,232.830916867934,232.600866973418,-0.00139755129172757,"random",0,"S05_T0",0,0
28,"separate",1000,-0.00293731289640714,0.00385200293599391,0.121811028313965,0.139860810515071,0.121785534852618,0.979,0.00453420334788814,232.299035077904,231.606700288917,-0.00262492312885371,"random",0,"S05_T0",0,0
28,"unadjusted",1000,-0.00322772885187007,0.00407118636622323,0.128742216962898,0.128995353447189,0.128718305239133,0.953,0.00669260786241059,300,300,-0.000459075894205453,"random",0,"S05_T0",0,NA
28,"two_stage",1000,-0.00254723568186827,0.00428097873518949,0.135376434179456,0.139922402923023,0.135332703223694,0.955,0.00655553201502365,232.707364073919,231.814248196197,-0.0027376798075502,"random",0,"S05_T0",0,0
29,"unadjusted",1000,-0.00524023096089279,0.00410678407241909,0.129867915273462,0.135433773724782,0.129908697794186,0.96,0.00619677335393187,300,300,-0.000335271909663131,"0",0.25,"S05_T0",0,NA
29,"pooled",1000,-0.00413492036187663,0.00452333723199606,0.14304048278149,0.147391521077631,0.143028726838515,0.952,0.00675988165576884,233.552849465444,233.850713936036,0.000997433625530485,"0",0.25,"S05_T0",0,0
29,"separate",1000,-0.00324653969206133,0.00401511672177292,0.12696913912231,0.147479687135996,0.126947158877791,0.98,0.00442718872423573,233.104436476062,233.084414845098,0.000768954277396033,"0",0.25,"S05_T0",0,0
29,"two_stage",1000,-0.00397592351292041,0.00422462296150338,0.133594308137965,0.14762201171411,0.133586674842498,0.966,0.00573096850453743,233.103286378846,233.402519288119,0.00110941919404132,"0",0.25,"S05_T0",0,0
30,"unadjusted",1000,0.0516250001799827,0.00425956683031684,0.134699330295052,0.135348378393336,0.14419052089488,0.928,0.00817410545564467,300,300,0.00328755810064739,"0.1",0.25,"S05_T0",0,NA
30,"pooled",1000,0.0548101427782274,0.00475885457385797,0.150488195069012,0.150178039715419,0.16008810670891,0.929,0.00812151463706124,222.455474003449,221.902004051346,0.00290892585044457,"0.1",0.25,"S05_T0",0,0.05
30,"separate",1000,-0.00933847947586242,0.00426386374221299,0.134835210580021,0.150442123232281,0.135090934844154,0.969,0.00548078461536303,209.357632985928,233.299103409648,0.0542368281557305,"0.1",0.25,"S05_T0",0,-0.0125
30,"two_stage",1000,0.0546015559395004,0.0044859203084292,0.141857255766413,0.150532106190206,0.151936458572583,0.946,0.00714730718522718,221.956554518691,221.425450265967,0.00316247263891612,"0.1",0.25,"S05_T0",0,0.05
31,"pooled",1000,0.0905963577059858,0.00477728985565406,0.151071169866838,0.153375891673575,0.176089113508363,0.919,0.00862780389206894,209.023817315151,209.755760798853,0.000366777740585302,"0.2",0.25,"S05_T0",0,0.1
31,"unadjusted",1000,0.097622898976604,0.00411069633595169,0.12999163190916,0.135259326831221,0.162515097595997,0.901,0.00944452222190196,300,300,-0.00156128157619114,"0.2",0.25,"S05_T0",0,NA
31,"separate",1000,-0.0294375000556772,0.0042104534819973,0.133146229852982,0.154473186682232,0.136296577415088,0.977,0.00474035863622153,184.455132136925,232.259349940436,0.0965065823215725,"0.2",0.25,"S05_T0",0,-0.025
31,"two_stage",1000,0.091831092320841,0.00446416757252636,0.141169373858482,0.15380041597199,0.168350268310802,0.93,0.00806845710157772,208.757897732537,209.017237945243,-0.000727399473345609,"0.2",0.25,"S05_T0",0,0.1
32,"unadjusted",1000,0.0036695589037937,0.00425121841350049,0.134435330175091,0.13520437440793,0.134418193723301,0.943,0.00733150734842434,300,300,-0.00205243491168364,"random",0.25,"S05_T0",0,NA
32,"pooled",1000,0.00442508075055813,0.00460880644340386,0.145743256560161,0.147719999639872,0.145737562335786,0.946,0.00714730718522718,233.015420746575,232.79468790864,-0.00113305969564651,"random",0.25,"S05_T0",0,0
32,"two_stage",1000,0.0051442897218412,0.00429162929199765,0.135713234358084,0.147986411458917,0.135742873163546,0.965,0.00581162627841812,232.68347121345,232.217682732787,-0.00182595864824948,"random",0.25,"S05_T0",0,0
32,"separate",1000,0.00340995198978621,0.00394316620928545,0.124693864139542,0.147973882727717,0.12467814149589,0.976,0.00483983470792134,231.992761277626,232.250600366312,-0.000348765598207107,"random",0.25,"S05_T0",0,0
33,"unadjusted",1000,-0.00832024471367885,0.00435309697971532,0.137657013315002,0.146990775536507,0.137839509334542,0.965,0.00581162627841812,300,300,0.00237440382160587,"0",0.5,"S05_T0",0,NA
33,"separate",1000,-0.00417849878900247,0.00421456164290647,0.133276141307657,0.16140333239683,0.133275005774325,0.989,0.00329833291224522,233.416380465186,232.125287140835,-0.00152570437410453,"0",0.5,"S05_T0",0,0
33,"two_stage",1000,-0.00525716263234254,0.00439715801232472,0.139050345506049,0.161656870223344,0.139080197532607,0.978,0.00463853425124791,233.372226331026,232.405869119328,-0.000957744268970568,"0",0.5,"S05_T0",0,0
33,"pooled",1000,-0.00877381306056322,0.0046988709506682,0.148591346353122,0.161399721198937,0.148775967879373,0.97,0.00539444158370447,233.251738018275,233.441972846103,0.0014368578970669,"0",0.5,"S05_T0",0,0
